Base Word,Guideword,Level,Part of Speech,Topic
actor,,A2,noun,
adjective,,A2,noun,
adverb,,A2,noun,
advocate,,C2,noun,
affair,SITUATION,B2,noun,
age,PERIOD,B1,noun,
agency,ORGANIZATION,C1,noun,
agenda,MEETING,C1,noun,
agenda,IMPORTANT SUBJECTS,C2,noun,
agent,BUSINESS,B2,noun,
aid,EQUIPMENT,C1,noun,
aim,,B1,noun,
airline,,B1,noun,
alarm,WAKING,B1,noun,
alarm clock,,A2,noun,
album,BOOK,A2,noun,
ally,PERSON,C1,noun,
ally,COUNTRY,C2,noun,
amateur,HOBBY,C1,noun,
amateur,NO SKILL,C1,noun,
ambulance,,A2,noun,
angle,DIRECTION,C1,noun,
angle,WAY OF THINKING,C1,noun,
animal,NOT A PLANT,B2,noun,
answer,TEST,A2,noun,
answer,SOLUTION,B1,noun,
antique,,B1,noun,
approach,METHOD,B2,noun,
arch,,C2,noun,
area,SUBJECT,B2,noun,
arm,CHAIR,C2,noun,
article,GRAMMAR,B1,noun,
aspect,,B2,noun,
assembly,GROUP,C2,noun,
asset,USEFUL,C1,noun,
assignment,,C1,noun,
athlete,,B1,noun,
attribute,,C2,noun,
avenue,ROAD,C1,noun,
avenue,POSSIBILITY,C2,noun,
backpack,,B1,noun,
bakery,,B2,noun,
balloon,,A2,noun,
band,CIRCLE,C2,noun,
bang,,B2,noun,
bar,LONG PIECE,B2,noun,
bar,PREVENTING SUCCESS,C2,noun,
barbecue,EQUIPMENT,A2,noun,
bargain,CHEAP,B2,noun,
barn,,C2,noun,
barrier,PREVENTING,B2,noun,
base,MILITARY,B2,noun,
base,MAIN PLACE,C2,noun,
base,MAIN PART,C2,noun,
basis,METHOD,B2,noun,
basis,REASON,C1,noun,
basis,DEVELOPMENT,C1,noun,
battery,,A2,noun,
battle,PROBLEMS/ILLNESS,B2,noun,
battle,ARGUMENT,C2,noun,
beam,,B2,noun,
bed,GROUND,C2,noun,
bell,ELECTRICAL OBJECT,B1,noun,
bell,METAL OBJECT,B2,noun,
bend,CURVED PART,B2,noun,
bet,RISK,C2,noun,
bid,ATTEMPT,C2,noun,
bill,,A2,noun,
billion,,B2,noun,
blade,,B2,noun,
blanket,LAYER,C2,noun,
blend,,C2,noun,
block,DISTANCE,B1,noun,
block,STOP PROGRESS,C2,noun,
blog,,B1,noun,
blow,HIT,C2,noun,
blow,BAD EVENT,C2,noun,
board,CLASSROOM,A1,noun,
board,SURFACE,B2,noun,
body,DEAD,A2,noun,
bonus,EXTRA THING,B2,noun,
bonus,EXTRA MONEY,B2,noun,
book,FOR WRITING,B1,noun,
boundary,LINE,C1,noun,
boundary,LIMIT,C1,noun,
bow,WEAPON,B2,noun,
box,SQUARE SPACE,A2,noun,
bracket,GROUP,C1,noun,
brain,INTELLIGENCE,C1,noun,
branch,BUSINESS,B1,noun,
break,STOP,A2,noun,
break,HOLIDAY,B1,noun,
break,DAMAGE,C1,noun,
break,OPPORTUNITY,C2,noun,
breakdown,FAILURE,C1,noun,
breakdown,EXPLANATION,C2,noun,
breakthrough,,B2,noun,
bridge,STRUCTURE,A2,noun,
bridge,CONNECTION,C2,noun,
brush,TOOL,A2,noun,
bubble,,C1,noun,
bucket,,B1,noun,
bullet,,B2,noun,
burden,,C1,noun,
buzz,SOUND,C2,noun,
calendar,,A2,noun,
call,TELEPHONE,A2,noun,
call,VISIT,C1,noun,
campaign,ACTIVITIES,C1,noun,
campaign,WAR,C1,noun,
canal,,B1,noun,
candidate,JOB/ELECTION,B2,noun,
care,WORRY,C2,noun,
carnival,,B2,noun,
case,CONTAINER,A2,noun,
case,SITUATION,B1,noun,
case,ARGUMENT,C2,noun,
cashpoint,,B1,noun,
category,,B2,noun,
cause,REASON WHY,B2,noun,
cause,PRINCIPLE,C1,noun,
ceiling,AMOUNT,C2,noun,
cell,ROOM,B2,noun,
cemetery,,B2,noun,
centre,MIDDLE,A2,noun,
century,,A2,noun,
certainty,SURE THING,C2,noun,
chain,EVENTS,B2,noun,
challenge,DISAGREEMENT,C2,noun,
champion,SUPPORT,C2,noun,
chance,OPPORTUNITY,B1,noun,
chancellor,GOVERNMENT,C2,noun,
charge,CRIME,C1,noun,
charm,LUCKY,C2,noun,
checkout,WEBSITE,B1,noun,
chef,,A2,noun,
chest,BOX,C2,noun,
child,,A1,noun,
chill,FEAR,C2,noun,
chore,,C1,noun,
cinema,BUILDING,A1,noun,
circuit,TRACK,C2,noun,
circuit,ELECTRIC,C2,noun,
circuit,EVENTS,C2,noun,
citizen,TOWN/CITY,B2,noun,
city,,A1,noun,
civilian,,C2,noun,
claim,DEMAND,B2,noun,
clash,FIGHT,C2,noun,
clash,DIFFERENCE,C2,noun,
class,STANDARD,A2,noun,
classmate,,A2,noun,
classroom,,A1,noun,
clause,,B2,noun,
click,,A2,noun,
climate,SITUATION,C2,noun,
clinic,,B1,noun,
clock,TIME,A1,noun,
clue,SIGN,B2,noun,
clutch,ENGINE,C1,noun,
coach,PERSON,B1,noun,
absence,NOT EXISTING,B2,noun,
access,METHOD,B1,noun,
age,OLD,C2,noun,
agriculture,,B2,noun,
aid,HELP,C1,noun,
alarm,WORRY,C2,noun,
applause,,C1,noun,
archaeology,,C1,noun,
artificial intelligence,,C2,noun,
assembly,BUILD,C2,noun,
awe,,C2,noun,
baggage,FEELINGS,C2,noun,
balance,WEIGHT,B2,noun,
bark,TREE,C2,noun,
behaviour,,B1,noun,
biology,,A2,noun,
blackmail,,C2,noun,
blood,FAMILY ORIGIN,C2,noun,
board,MEALS,B2,noun,
brass,METAL,C1,noun,
bribery,,C2,noun,
bureaucracy,RULES,C2,noun,
cardboard,,B2,noun,
care,ATTENTION,B1,noun,
cause,REASON FOR,C2,noun,
centigrade,,B2,noun,
chance,LUCK,B1,noun,
chaos,,B2,noun,
chicken,MEAT,A2,noun,
cloth,MATERIAL,B2,noun,
coal,FUEL,C1,noun,
absence,NOT PRESENT,B2,noun,
advance,PROGRESS,B2,noun,
advantage,USEFUL THING,B1,noun,
advantage,SUCCESS,B2,noun,
afternoon,,A1,noun,
age,HOW OLD,A1,noun,
analogy,,C2,noun,
analysis,,B2,noun,
April,,A1,noun,
art,SKILL,C1,noun,
attack,,B1,noun,
August,,A1,noun,
backup,EXTRA HELP,B2,noun,
battle,WAR,B1,noun,
belief,IDEA,B2,noun,
benefit,,B1,noun,
bias,,C2,noun,
building,,A2,noun,
bureaucracy,GOVERNMENT,C2,noun,
burial,,C2,noun,
campus,,B2,noun,
cargo,,C2,noun,
catastrophe,,C2,noun,
chain,METAL RINGS,A2,noun,
challenge,DIFFICULT,B1,noun,
chance,POSSIBILITY,B1,noun,
change,DIFFERENCE,A2,noun,
change,SOMETHING NEW,A2,noun,
charge,MONEY,B1,noun,
class,ECONOMIC GROUP,B2,noun,
bacteria,,C1,noun,
belongings,,B2,noun,
act,FALSE BEHAVIOUR,C2,noun,
air,QUALITY,C2,noun,
atmosphere,FEELING,B1,noun,
background,SOUND,B2,noun,
bottom,LOWEST POSITION,A2,noun,
bottom,FURTHEST PART,B1,noun,
brush,ACTION,B2,noun,
buzz,EXCITEMENT,C2,noun,
chill,COLD,C2,noun,
change,NEW EXPERIENCE,B1,noun,
agree,SAY YES,B2,verb,
agree,BE THE SAME,C1,verb,
appeal,FORMALLY ASK,C2,verb,
appear,BE SEEN,B1,verb,
appear,SEEM,B1,verb,
apply,REQUEST,B1,verb,
apply,AFFECT,B2,verb,
arise,,C1,verb,
arrive,REACH A PLACE,A2,verb,
begin,START TO HAPPEN,A1,verb,
belong,RIGHT PLACE,B2,verb,
beware,,C1,verb,
blog,,B1,verb,
brake,,B2,verb,
bubble,LIQUID,C2,verb,
burn,PRODUCE FLAMES,B1,verb,
buzz,SOUND,C2,verb,
buzz,ENERGY,C2,verb,
chat,COMMUNICATE ONLINE,A2,verb,
clash,FIGHT,C2,verb,
clash,COLOUR,C2,verb,
clash,EVENT,C2,verb,
climb,MOVE HIGHER,B2,verb,
close,PUBLIC PLACE,A2,verb,
abandon,LEAVE,B2,verb,
abandon,STOP DOING,C1,verb,
abolish,,B2,verb,
absorb,TAKE IN,B2,verb,
absorb,REMEMBER,C1,verb,
accept,ADMIT,B2,verb,
accept,ALLOW TO JOIN,B2,verb,
accompany,GO WITH,B1,verb,
accomplish,,C1,verb,
accuse,,B2,verb,
acknowledge,ACCEPT,C1,verb,
address,DEAL WITH,C1,verb,
address,BUILDING DETAILS,C2,verb,
admire,LOOK AT,B1,verb,
advocate,,C2,verb,
affect,CAUSE CHANGE,B2,verb,
alarm,,C1,verb,
alert,,C2,verb,
allocate,,C1,verb,
allow,GIVE PERMISSION,B1,verb,
allow,TIME/MONEY,C1,verb,
allow,NOT PREVENT,C2,verb,
amend,,C2,verb,
amuse,KEEP INTERESTED,B2,verb,
answer,TEST,B1,verb,
anticipate,,C1,verb,
apply,USE,C1,verb,
appreciate,UNDERSTAND,C2,verb,
approach,DEAL WITH,B2,verb,
arouse,,C2,verb,
assemble,BUILD,C2,verb,
assign,,C1,verb,
associate,TWO THINGS/PEOPLE,C1,verb,
assure,MAKE CERTAIN,C1,verb,
attach,INCLUDE,C2,verb,
attain,,C1,verb,
back,SUPPORT,C2,verb,
balance,EQUAL IMPORTANCE,B2,verb,
beat,BETTER THAN,C1,verb,
believe,THINK,A2,verb,
bind,TIE,C2,verb,
bind,UNITE,C2,verb,
blackmail,,C2,verb,
block,PREVENT MOVEMENT,B2,verb,
block,CANNOT SEE,C1,verb,
block,STOP PROGRESS,C2,verb,
boast,HAVE,C2,verb,
boost,,B2,verb,
bully,,C1,verb,
burn,ENERGY,B2,verb,
buy,,A1,verb,
cap,LIMIT,C1,verb,
carry,HAVE,C2,verb,
carry,SUPPORT,C2,verb,
catch,DISCOVER,B2,verb,
catch,CRIMINAL,B2,verb,
cause,,B2,verb,
change,IN SHOP,B1,verb,
chase,TRY,C2,verb,
chop,,B2,verb,
classify,,C1,verb,
cloud,,C2,verb,
accelerate,HAPPEN,C1,verb,
accept,AGREE TO TAKE,B1,verb,
accumulate,,C1,verb,
agree,DECIDE,B1,verb,
allow,MAKE POSSIBLE,C1,verb,
alter,,B2,verb,
applaud,CLAP,C1,verb,
arch,,C2,verb,
assemble,GROUP,C2,verb,
attack,TRY TO HURT,B1,verb,
battle,,C2,verb,
beat,SOUND,C2,verb,
begin,START TO DO,A2,verb,
bend,CURVE,B2,verb,
benefit,,B2,verb,
bet,,C1,verb,
bite,,B1,verb,
blink,EYES,B2,verb,
boil,CONTAINER,B1,verb,
bother,MAKE AN EFFORT,B2,verb,
bounce,MOVE UP,B2,verb,
break,SEPARATE,A2,verb,
break,NOT WORK,A2,verb,
break,INTERRUPT,B1,verb,
break,END,B2,verb,
break,BECOME KNOWN,C2,verb,
broaden,,C1,verb,
burn,DESTROY,B1,verb,
burst,BREAK APART,B2,verb,
call,TELEPHONE,A2,verb,
catch,STICK,C2,verb,
cater,,C1,verb,
change,DIFFERENT,A2,verb,
change,CLOTHES,A2,verb,
change,JOURNEY,A2,verb,
charge,MONEY,B1,verb,
check,FIND OUT,B1,verb,
chew,EAT,B2,verb,
chew,BITE,B2,verb,
circle,MOVE,C2,verb,
click,COMPUTER,A2,verb,
click,SOUND,C2,verb,
close,STOP OPERATING,B2,verb,
coach,,B2,verb,
air force,,B1,noun,
angel,,B1,noun,
barman,,B1,noun,
bomb,,B1,noun,
chapel,,C2,noun,
abuse,BAD TREATMENT,B2,noun,
abuse,WRONG USE,B2,noun,
abuse,WRONG ACTION,C1,noun,
assault,,C2,noun,
bombing,,B2,noun,
assault,,C2,verb,
bribe,,C1,verb,
boiling,,B2,adjective,natural world
bear,HAVE CHILD,C2,verb,body and health
adjacent,,C2,adjective,describing things
awesome,GOOD,A2,adjective,describing things
big,SUCCESSFUL,C1,adjective,
blue,SAD,C2,adjective,
cast,LIGHT,C2,verb,
acceptable,GOOD ENOUGH,B1,adjective,describing things
capable,GOOD AT DOING THINGS,B2,adjective,people: personality
available,ABLE TO GET,A2,adjective,shopping
clinical,MEDICAL,C1,adjective,body and health
alphabetical,,B2,adjective,communication
additional,,B2,adjective,describing things
artificial,NOT NATURAL,B2,adjective,describing things
beneficial,,B2,adjective,describing things
chemical,,B2,adjective,natural world
coastal,,B2,adjective,natural world
artificial,NOT SINCERE,C2,adjective,people: personality
clinical,NO EMOTION,C2,adjective,people: personality
arrogant,,B2,adjective,people: personality
animated,FILM,B1,adjective,arts and media
addicted,DRUGS,B2,adjective,body and health
advanced,HIGHER LEVEL,A2,adjective,describing things
advanced,MODERN,B1,adjective,describing things
boiled,,A2,adjective,food and drink
canned,,B2,adjective,food and drink
addicted,LIKING,B2,adjective,people: personality
amazed,,B1,adjective,people: personality
amused,FUNNY,B2,adjective,people: personality
animated,EXCITEMENT,C2,adjective,people: personality
annoyed,,B1,adjective,people: personality
ashamed,EMBARRASSED,B1,adjective,people: personality
astonished,,B2,adjective,people: personality
bad-tempered,,B2,adjective,people: personality
bored,,A1,adjective,people: personality
bothered,,B2,adjective,people: personality
closed,NOT ACCEPTING IDEAS,C2,adjective,people: personality
adopted,,B2,adjective,relationships
closed,BUSINESS/SHOP,A1,adjective,shopping
better,HEALTHY,A1,adjective,body and health
better,HIGHER STANDARD,A1,adjective,describing things
beautiful,PLEASANT,A1,adjective,describing things
beautiful,ATTRACTIVE,A1,adjective,people: appearance
careful,,A2,adjective,people: personality
cheerful,HAPPY,B1,adjective,people: personality
cheerful,MAKING YOU FEEL HAPPY,B2,adjective,people: personality
artistic,RELATING TO ART,B2,adjective,arts and media
classic,,B2,adjective,arts and media
chronic,,C2,adjective,body and health
authentic,,C1,adjective,describing things
basic,MAIN,B1,adjective,describing things
basic,NECESSARY,B1,adjective,describing things
basic,SIMPLE,B1,adjective,describing things
academic,EDUCATION,B2,adjective,education
academic,CLEVER,C2,adjective,people: personality
apologetic,,C2,adjective,people: personality
charismatic,,C2,adjective,people: personality
atomic,,B2,adjective,technology
automatic,MACHINE,B2,adjective,technology
amazing,GOOD,A2,adjective,describing things
amusing,,B1,adjective,describing things
appalling,BAD,C1,adjective,describing things
appalling,SHOCKING,C2,adjective,describing things
amazing,SURPRISING,B1,adjective,people: personality
annoying,,B1,adjective,people: personality
astonishing,,B2,adjective,people: personality
boring,,A1,adjective,people: personality
caring,,B2,adjective,people: personality
charming,,B1,adjective,people: personality
circulation,NEWSPAPERS,C2,noun,arts and media
circulation,BLOOD,C2,noun,body and health
childish,SILLY,B2,adjective,people: personality
childish,OF A CHILD,B2,adjective,people: personality
capitalist,,C2,adjective,politics
active,VOLCANO,C1,adjective,natural world
attractive,BEAUTIFUL,A2,adjective,people: appearance
aggressive,VIOLENT,B2,adjective,people: personality
assertive,,C2,adjective,people: personality
careless,,B1,adjective,people: personality
absolutely,COMPLETELY,B1,adverb,communication
actually,TRUTH,A2,adverb,communication
actually,SURPRISE,B1,adverb,communication
actually,OPPOSITE,B2,adverb,communication
admittedly,,B2,adverb,communication
alternatively,,B2,adverb,communication
apparently,AS HEARD/READ,B2,adverb,communication
apparently,SEEMS TRUE,B2,adverb,communication
badly,VERY MUCH,A2,adverb,communication
badly,VERY SERIOUSLY,A2,adverb,communication
basically,MOSTLY,C1,adverb,communication
certainly,NO DOUBT,A2,adverb,communication
certainly,AGREE,A2,adverb,communication
clearly,EASY,A2,adverb,communication
clearly,CERTAIN,B1,adverb,communication
adequately,,B2,adverb,describing things
approximately,,B1,adverb,describing things
badly,LOW QUALITY,A2,adverb,describing things
badly,UNPLEASANT,B2,adverb,describing things
barely,,B2,adverb,describing things
brightly,,B2,adverb,describing things
beautifully,,B1,adverb,people: appearance
aggressively,,B2,adverb,people: personality
amazingly,,B1,adverb,people: personality
angrily,,B1,adverb,people: personality
anxiously,,B2,adverb,people: personality
boldly,,B2,adverb,people: personality
bravely,,B1,adverb,people: personality
brilliantly,,B2,adverb,people: personality
calmly,,B2,adverb,people: personality
carelessly,,B2,adverb,people: personality
cheerfully,,B2,adverb,people: personality
closely,CONNECTED,B2,adverb,relationships
automatically,MACHINE,B2,adverb,technology
arrangement,PLANS,B1,noun,people: actions
adventurous,,B2,adjective,people: personality
ambitious,PERSON,B2,adjective,people: personality
anxious,WORRIED,B1,adjective,people: personality
anxious,EAGER,B2,adjective,people: personality
cautious,,B2,adjective,people: personality
bloody,COVERED IN BLOOD,B2,adjective,body and health
chatty,WRITING,C1,adjective,communication
bulky,,C1,adjective,describing things
cloudy,,A2,adjective,natural world
chatty,PERSON,C1,adjective,people: personality
alcoholic,DRINK,B1,adjective,food and drink
alcoholic,PERSON,C2,adjective,people: personality
biological,,B2,adjective,animals
abstract,ART,B2,adjective,arts and media
audience,GROUP,B1,noun,arts and media
audience,TYPE,B2,noun,arts and media
band,MUSIC,A1,noun,arts and media
cast,,B2,noun,arts and media
choir,,B2,noun,arts and media
alive,LIVING,B1,adjective,body and health
all right,WELL,A2,adjective,body and health
alright,WELL,A2,adjective,body and health
asleep,,B1,adjective,body and health
awake,,B1,adjective,body and health
blind,NO SIGHT,B1,adjective,body and health
bump,BODY,C1,noun,body and health
casual,CLOTHES,B1,adjective,clothes
absolute,,B2,adjective,communication
brief,SHORT,B1,adjective,communication
clichéd,,C2,adjective,communication
anyhow,DESPITE,B2,adverb,communication
anyhow,EARLIER SUBJECT,B2,adverb,communication
anyhow,MORE IMPORTANTLY,B2,adverb,communication
anyhow,CHANGING STATEMENT,C1,adverb,communication
anyway,DESPITE,A2,adverb,communication
anyway,CHANGE SUBJECT,A2,adverb,communication
anyway,MORE IMPORTANTLY,B1,adverb,communication
back,REPLY,A2,adverb,communication
besides,EXTRA REASON,B1,adverb,communication
bracket,SYMBOL,B2,noun,communication
ban,,B2,verb,communication
abnormal,,C1,adjective,describing things
absurd,,B2,adjective,describing things
accurate,,B1,adjective,describing things
adequate,ENOUGH,B2,adjective,describing things
adequate,GOOD ENOUGH,B2,adjective,describing things
ancient,,B1,adjective,describing things
antique,,B1,adjective,describing things
appropriate,,B2,adjective,describing things
approximate,,B2,adjective,describing things
average,AMOUNT,B1,adjective,describing things
average,USUAL,B2,adjective,describing things
average,NOT EXCELLENT,C1,adjective,describing things
awesome,SPECIAL,C2,adjective,describing things
awful,BAD,B1,adjective,describing things
back,AT BACK,A2,adjective,describing things
bad,UNPLEASANT,A1,adjective,describing things
bad,LOW QUALITY,A2,adjective,describing things
bad,SEVERE,B1,adjective,describing things
bad,NOT LUCKY,B1,adjective,describing things
bare,NOT COVERED,B2,adjective,describing things
best,BETTER THAN ALL,A1,adjective,describing things
big,SIZE,A1,adjective,describing things
big,IMPORTANT,A2,adjective,describing things
bizarre,,B2,adjective,describing things
black,COLOUR,A1,adjective,describing things
bland,BORING,C2,adjective,describing things
blank,EMPTY,B1,adjective,describing things
bleak,COLD,C2,adjective,describing things
blue,COLOUR,A1,adjective,describing things
bold,EASY TO NOTICE,B1,adjective,describing things
brand new,,B1,adjective,describing things
breathtaking,,B2,adjective,describing things
bright,COLOUR,A2,adjective,describing things
brilliant,VERY GOOD,A2,adjective,describing things
brilliant,VERY BRIGHT,B1,adjective,describing things
broad,WIDE,B1,adjective,describing things
broken,DAMAGED,A2,adjective,describing things
brown,,A1,adjective,describing things
circular,SHAPE,B2,adjective,describing things
clean,NOT DIRTY,A1,adjective,describing things
clear,TRANSPARENT,A2,adjective,describing things
clever,EFFECTIVE,B1,adjective,describing things
close,NEAR,A1,adjective,describing things
above,HIGHER POSITION,A1,adverb,describing things
above,MORE,A2,adverb,describing things
across,,A2,adverb,describing things
alongside,NEXT TO,C1,adverb,describing things
anywhere,ANY PLACE,A2,adverb,describing things
apart,SEPARATE,B1,adverb,describing things
around,TO/IN A PLACE,A2,adverb,describing things
around,IN A CIRCLE/CIRCULAR MOVEMENT,B1,adverb,describing things
away,DISTANCE FROM,A2,adverb,describing things
away,INTO PLACE,B1,adverb,describing things
back,RETURNING,A1,adverb,describing things
behind,BACK,B1,adverb,describing things
below,POSITION,A1,adverb,describing things
below,LESS,B1,adverb,describing things
beyond,PLACE,C1,adverb,describing things
bottom,LOWEST PART,A1,noun,describing things
be,POSITION,A1,verb,describing things
class,TEACHING GROUP,A1,noun,education
bitter,TASTE,B1,adjective,food and drink
bland,NO TASTE,C2,adjective,food and drink
chip,FRIED FOOD,A1,noun,food and drink
affluent,,C1,adjective,money
bankrupt,,C1,adjective,money
budget,,B2,adjective,money
asset,WORTH MONEY,C1,noun,money
award,,B2,verb,money
bid,,C2,verb,money
arid,,C2,adjective,natural world
calm,SEA/WEATHER,B1,adjective,natural world
clear,WITHOUT CLOUDS,B1,adjective,natural world
bronze,METAL,C2,noun,natural world
choice,RIGHT,B1,noun,people: actions
adapt,CHANGE BEHAVIOUR,B2,verb,people: actions
aged,,A2,adjective,people: appearance
awkward,NOT ATTRACTIVE,C2,adjective,people: appearance
black,PEOPLE,A2,adjective,people: appearance
blonde,,A2,adjective,people: appearance
able,CLEVER,C2,adjective,people: personality
abrupt,RUDE,C2,adjective,people: personality
affectionate,,C2,adjective,people: personality
afraid,FEAR,A2,adjective,people: personality
afraid,WORRIED,B1,adjective,people: personality
alert,,C1,adjective,people: personality
angry,,A2,adjective,people: personality
anti-social,PERSON,C1,adjective,people: personality
aware,,B2,adjective,people: personality
bad,EVIL,B1,adjective,people: personality
bitter,ANGRY,B2,adjective,people: personality
bitter,HATE,B2,adjective,people: personality
bitter,DISAPPOINTED,B2,adjective,people: personality
